	DrugBank_ID	Accession_Numbers	Common_name	Synonyms	Source	Source_Date	Download_Date
8615	DB10451		Acacia	Acacia | Acacia ampliceps gum | Acacia arabica | Acacia circummarginata resin | Acacia cufodontii resin | Acacia dealbata gum | Acacia fragilis gum | Acacia gum | Acacia leptopetala gum | Acacia ligulata gum | Acacia meisneri gum | Acacia mucilage | Acacia oxyosprion resin | Acacia powder | Acacia pruinocarpa gum | Acacia rupestris resin | Acacia salicina gum | Acacia senegal | Acacia senegal gum | Acacia senegal gum extract | Acacia senegal resin | Acacia seyal | Acacia spinosa resin | Acacia verek resin | Acacia victoriae gum | Acacia volkii resin | Acacia, spray-dried | Acaciae gummi | Arabic gum | Arabic gum allergenic extract | Gum acacia | Gum arabic | Gum arabic (acacia senegal) | Gum arabic (acacia seyal) | Gum senegal | Gummi arabicum | Kher resin | Kordofan gum | Mimosa senegal resin | Plants and plant parts, gum, acacia or arabic acacia senegal | Rfaudraksha resin | Senegal gum | Senegalia senegal resin | Thorny acacia resin	DrugBank	20210103	20210909
8616	DB10452		Ailanthus altissima pollen		DrugBank	20210103	20210909
8617	DB10453		Alnus incana subsp. rugosa pollen	tag alder pollen extract	DrugBank	20210103	20210909
8618	DB10454		Medicago sativa pollen	alfalfa pollen extract	DrugBank	20210103	20210909
8619	DB10455		Fraxinus velutina pollen	Arizona ash pollen extract	DrugBank	20210103	20210909
8620	DB10456		Populus tremuloides pollen	aspen pollen extract	DrugBank	20210103	20210909
8621	DB10457		Morella cerifera pollen	southern bayberry pollen extract	DrugBank	20210103	20210909
8622	DB10458		Betula nigra pollen	river birch pollen extract	DrugBank	20210103	20210909
8623	DB10459		Amaranthus palmeri pollen	careless weed pollen extract	DrugBank	20210103	20210909
8624	DB10460		Juniperus ashei pollen		DrugBank	20210103	20210909
8625	DB10461		Juniperus virginiana pollen	red cedar pollen extract	DrugBank	20210103	20210909
8626	DB10462		Xanthium strumarium var. canadense pollen	common cocklebur pollen extract	DrugBank	20210103	20210909
8627	DB10463		Populus deltoides pollen	eastern cottonwood pollen extract	DrugBank	20210103	20210909
8628	DB10464		Populus fremontii pollen	Fremont cottonwood pollen extract	DrugBank	20210103	20210909
8629	DB10465		Populus deltoides subsp. monilifera pollen	plains cottonwood pollen extract	DrugBank	20210103	20210909
8630	DB10466		Cupressus arizonica pollen	Arizona cypress pollen extract	DrugBank	20210103	20210909
8631	DB10467		Taxodium distichum pollen	bald cypress pollen extract	DrugBank	20210103	20210909
8632	DB10468		Eupatorium capillifolium pollen	dogfennel pollen extract	DrugBank	20210103	20210909
8633	DB10469		Ulmus crassifolia pollen	cedar elm pollen extract	DrugBank	20210103	20210909
8634	DB10470		Eucalyptus globulus pollen		DrugBank	20210103	20210909
8635	DB10471		Solidago canadensis pollen	Canada goldenrod pollen extract	DrugBank	20210103	20210909
8636	DB10472		Celtis occidentalis pollen	hackberry pollen extract	DrugBank	20210103	20210909
8637	DB10473		Juniperus californica pollen	California juniper pollen extract	DrugBank	20210103	20210909
8638	DB10474		Robinia pseudoacacia pollen	black locust pollen extract	DrugBank	20210103	20210909
8639	DB10475		Acer rubrum pollen		DrugBank	20210103	20210909
8640	DB10478		Melaleuca quinquenervia pollen	Broad leaved paperbark pollen extract	DrugBank	20210103	20210909
8641	DB10479		Chenopodium ambrosioides pollen	Mexican tea pollen extract	DrugBank	20210103	20210909
8642	DB10480		Morus alba pollen		DrugBank	20210103	20210909
8643	DB10481		Quercus rubra pollen		DrugBank	20210103	20210909
8644	DB10482		Syagrus romanzoffiana pollen	queen palm pollen extract	DrugBank	20210103	20210909
8645	DB10483		Schinus molle pollen	pepper tree pollen extract	DrugBank	20210103	20210909
8646	DB10484		Amaranthus spinosus pollen	spiny pigweed pollen extract	DrugBank	20210103	20210909
8647	DB10485		Casuarina equisetifolia pollen	Australian pine pollen extract	DrugBank	20210103	20210909
8648	DB10486		Pinus strobus pollen	eastern white pine pollen extract	DrugBank	20210103	20210909
8649	DB10487		Pinus echinata pollen	shortleaf pine pollen extract	DrugBank	20210103	20210909
8650	DB10488		Ligustrum vulgare pollen	privet pollen extract	DrugBank	20210103	20210909
8651	DB10489		Elymus repens pollen	quackgrass pollen extract	DrugBank	20210103	20210909
8652	DB10490		Ambrosia tenuifolia pollen	slender ragweed pollen extract	DrugBank	20210103	20210909
8653	DB10491		Ambrosia bidentata pollen	southern ragweed pollen extract	DrugBank	20210103	20210909
8654	DB10493		Artemisia frigida pollen	prairie sagebrush pollen extract	DrugBank	20210103	20210909
8655	DB10494		Distichlis spicata pollen	salt grass pollen extract	DrugBank	20210103	20210909
8656	DB10495		Liquidambar styraciflua pollen	sweet gum pollen extract	DrugBank	20210103	20210909
8657	DB10496		Juglans regia pollen	English walnut pollen extract	DrugBank	20210103	20210909
8658	DB10497		Amaranthus tuberculatus pollen	Acnida altissima pollen | Acnida concatenata pollen | Acnida subnuda pollen | Acnida tuberculata pollen | Amaranthus altissimus pollen | Amaranthus ambigens pollen | Amaranthus tuberculatus pollen | Rough-fruit amaranth pollen | Roughfruit amaranth pollen | Tall waterhemp pollen | Western waterhemp pollen extract	DrugBank	20210103	20210909
8659	DB10498		Triticum aestivum pollen	wheat pollen extract	DrugBank	20210103	20210909
8660	DB10499	DB05909	Felis catus hair	Cat hair | Cat hair (felis domesticus) | Cat hair (felis domesticus) standardized | Cat hair allergenic extracts | Cat hair extract | Domestic cat hair | Felis catus domestica hair | Felis domesticus hair | Felis silvestris catus hair	DrugBank	20210103	20210909
8661	DB10500		Almond		DrugBank	20210103	20210909
8662	DB10501		Apple		DrugBank	20210103	20210909
8663	DB10502		Apricot		DrugBank	20210103	20210909
8664	DB10503		Asparagus		DrugBank	20210103	20210909
8665	DB10504		Avocado	avocado oil	DrugBank	20210103	20210909
8666	DB10505		Banana		DrugBank	20210103	20210909
8667	DB10506		Barley		DrugBank	20210103	20210909
8668	DB10508		String bean		DrugBank	20210103	20210909
8669	DB10509		Beef		DrugBank	20210103	20210909
8670	DB10510	DB15600	Brazil nut	Barthollesia excelsa whole | Bertholletia excelsa bonpl. | Bertholletia excelsa whole | Bertholletia nobilis whole | Brazil nut | Brazil nut whole | Brazil-nut whole | Brazilnut whole | Castanha do para whole	DrugBank	20210103	20210909
8671	DB10511		Broccoli		DrugBank	20210103	20210909
8672	DB10512		Buckwheat		DrugBank	20210103	20210909
8673	DB10513		Cabbage		DrugBank	20210103	20210909
8674	DB10514		Cantaloupe		DrugBank	20210103	20210909
8675	DB10515		Carrot		DrugBank	20210103	20210909
8676	DB10516		Casein	Bovine casein | Calcium caseinate | Casein allergenic extract | Casein, cow milk | Casein, milk | Milk casein | Milk protein	DrugBank	20210103	20210909
8677	DB10517		Celery		DrugBank	20210103	20210909
8678	DB10518		Cherry		DrugBank	20210103	20210909
8679	DB10519		Chicken		DrugBank	20210103	20210909
8680	DB10520		Cinnamon		DrugBank	20210103	20210909
8681	DB10523		Coconut		DrugBank	20210103	20210909
8682	DB10525		Coffee bean		DrugBank	20210103	20210909
8683	DB10526		Red king crab	King crab (paralithodes camtschaticus) | Paralithodes camtschatica flesh | Paralithodes camtschaticus flesh | Paralithodes camtschaticus muscle | Red king crab flesh	DrugBank	20210103	20210909
8684	DB10527		Cucumber		DrugBank	20210103	20210909
8685	DB10528		Egg white	Albumen | Albumen extract | Chicken egg white | Egg white | Egg white (chicken) allergenic extract | Egg, white, raw, fresh | Egg,white,raw,fresh | Gallus gallus egg white	DrugBank	20210103	20210909
8686	DB10529		Egg		DrugBank	20210103	20210909
8687	DB10530		Egg yolk		DrugBank	20210103	20210909
8688	DB10531		Flounder	Flounder allergenic extract | Southern flounder	DrugBank	20210103	20210909
8689	DB10532		Garlic		DrugBank	20210103	20210909
8690	DB10533		Grape		DrugBank	20210103	20210909
8691	DB10534		Grapefruit	Citrus X paradisi fruit	DrugBank	20210103	20210909
8692	DB10535		Karaya gum	Gum karaya | Gum sterculia | Kadaya | Karaya | Karaya gum | Karaya gum allergenic extract | Karaya gum extract | Karaya resin | Katilo | Kullo | Kutterra | Sterculia | Sterculia gum | Sterculia resin | Sterculia urens resin	DrugBank	20210103	20210909
8693	DB10536		Honeydew melon		DrugBank	20210103	20210909
8694	DB10537		Lamb	lamb preparation	DrugBank	20210103	20210909
8695	DB10538		Lemon		DrugBank	20210103	20210909
8696	DB10539		Lettuce		DrugBank	20210103	20210909
8697	DB10540		Lima bean		DrugBank	20210103	20210909
8698	DB10541	DB11013	Lobster	American lobster | Lobster allergenic extract | Lobster, unspecified	DrugBank	20210103	20210909
8699	DB10542		Goat milk		DrugBank	20210103	20210909
8700	DB10543		Cow milk	Bos taurus milk whole | Cow milk | Cow milk allergenic extract | Cow's milk | Lac | Lac vaccinum | Milk | Milk, cow | Milk,whole dry | Pasteurized cow's milk	DrugBank	20210103	20210909
8701	DB10544		Cultivated mushroom	Agaricus bisporus (mushroom) cap/stem extract | Agaricus bisporus (mushroom) extract | Agaricus bisporus basidiocarp | Agaricus bisporus fruiting body | Agaricus bisporus immature fruiting body | Agaricus brunnescens fruiting body | Agaricus brunnescens immature fruiting body | Agaricus campestris var. bisporus fruiting body | Agaricus campestris var. bisporus immature fruiting body | Agaricus cookeanus fruiting body | Agaricus cookeanus immature fruiting body | Agaricus hortensis fruiting body | Agaricus hortensis immature fruiting body | Button mushroom | Button mushroom extract | Common mushroom | Cultivated mushroom | Cultivated mushroom allergenic extract | Cultivated mushroom extract | Mushroom | Psalliota bispora fruiting body | Psalliota bispora immature fruiting body | Psalliota hortensis fruiting body | Psalliota hortensis immature fruiting body	DrugBank	20210103	20210909
8702	DB10545		Mustard seed		DrugBank	20210103	20210909
8703	DB10546		Oat	Oats | Oats preparation	DrugBank	20210103	20210909
8704	DB10547		Black olive		DrugBank	20210103	20210909
8705	DB10548		Onion		DrugBank	20210103	20210909
8706	DB10549		Orange		DrugBank	20210103	20210909
8707	DB10550		Oyster	Eastern oyster | Oyster allergenic extract | Oyster, unspecified	DrugBank	20210103	20210909
8708	DB10551		Pea	Pisum sativum (pea) extract	DrugBank	20210103	20210909
8709	DB10552		Peach	PEACH ALLERGENIC EXTRACT	DrugBank	20210103	20210909
8710	DB10553		Peanut		DrugBank	20210103	20210909
8711	DB10554		Pear		DrugBank	20210103	20210909
8712	DB10555		Pecan	Allergenic extract, pecan | Carya angustifolia nut | Carya diguetii nut | Carya illinoinensis nut | Carya illinoinensis seed | Carya oliviformis nut | Carya pecan nut | Carya tetraptera nut | Hicoria pecan nut | Hicorius diguetii nut | Hicorius oliviformis nut | Hicorius tetraptera nut | Juglans angustifolia nut | Juglans cylindrica nut | Juglans illinoinensis nut | Juglans oliviformis nut | Juglans pecan nut | Juglans rubra nut | Pecan allergenic extract | Pecan nut | Pecans	DrugBank	20210103	20210909
8713	DB10556		Green bell pepper		DrugBank	20210103	20210909
8714	DB10557		Black pepper		DrugBank	20210103	20210909
8715	DB10558		Pineapple		DrugBank	20210103	20210909
8716	DB10559		Pistachio	pistachio nut allergenic extract	DrugBank	20210103	20210909
8717	DB10560		Plum		DrugBank	20210103	20210909
8718	DB10561		Pork		DrugBank	20210103	20210909
8719	DB10562		Potato		DrugBank	20210103	20210909
8720	DB10563		Rice	Brown rice | brown rice preparation | rice allergenic extract	DrugBank	20210103	20210909
8721	DB10564		Rye		DrugBank	20210103	20210909
8722	DB10566		Sesame seed		DrugBank	20210103	20210909
8723	DB10567	DB11015	Shrimp	Common shrimp | Shrimp allergenic extract | Shrimp, unspecified	DrugBank	20210103	20210909
8724	DB10568		Soybean		DrugBank	20210103	20210909
8725	DB10569		Spinach		DrugBank	20210103	20210909
8726	DB10570		Squash		DrugBank	20210103	20210909
8727	DB10571		Strawberry		DrugBank	20210103	20210909
8728	DB10572		Corn		DrugBank	20210103	20210909
8729	DB10573		Tomato		DrugBank	20210103	20210909
8730	DB10574	DB11016	Tuna	AE-tuna | Tuna allergenic extract | Tuna, unspecified	DrugBank	20210103	20210909
8731	DB10575		Turkey		DrugBank	20210103	20210909
8732	DB10576		Vanilla	vanilla bean allergenic extract	DrugBank	20210103	20210909
8733	DB10577		English walnut		DrugBank	20210103	20210909
8734	DB10578		Watermelon		DrugBank	20210103	20210909
8735	DB10579		Wheat	Allergenic extract, food, wheat | Floating little wheat | Flours | Light wheat grain | Little wheat | Tritici aestivi levis semen | Tritici fructus | Triticum aestivum (wheat) seed extract | Triticum aestivum fruit | Triticum aestivum grain | Triticum aestivum ripe fruit | Triticum aestivum seed | Triticum vulgare (wheat) flour extract | Triticum vulgare (wheat) seed extract | Wheat | Wheat flour | Whole wheat allergenic extract | Xiao mai	DrugBank	20210103	20210909
8736	DB10580		Tea leaf	orange pekoe tea allergenic extract	DrugBank	20210103	20210909
8737	DB10581		Khuskia oryzae		DrugBank	20210103	20210909
8738	DB10582		Artemisia annua pollen	common wormwood pollen extract	DrugBank	20210103	20210909
8739	DB10583		Clostridium tetani toxoid antigen (formaldehyde inactivated)	Tetanus toxoid | Tetanus toxoid adsorbed | tetanus toxoid vaccine, inactivated	DrugBank	20210103	20210909
8740	DB10584		Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)	Diphtheria toxoid | Diphtheria toxoid adsorbed	DrugBank	20210103	20210909
8741	DB10596		Influenza A virus A/California/7/2009 X-179A (H1N1) antigen (UV, formaldehyde inactivated)	influenza A virus A/California/7/2009 (H1N1) antigen	DrugBank	20210103	20210909
8742	DB10597		Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
8743	DB10598		Influenza B virus B/Brisbane/60/2008 antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
8744	DB10599		Influenza B virus B/Phuket/3073/2013 antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
8745	DB10600		Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (propiolactone inactivated)		DrugBank	20210103	20210909
8746	DB10601		Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) antigen (propiolactone inactivated)	influenza A virus A/South Australia/55/2014 (H3N2) antigen	DrugBank	20210103	20210909
8747	DB10602		Influenza B virus B/Phuket/3073/2013 antigen (propiolactone inactivated)		DrugBank	20210103	20210909
8748	DB10603		Meriones unguiculatus skin	Mongolian gerbil skin allergenic extract	DrugBank	20210103	20210909
8749	DB10604		Capra hircus skin	domestic goat skin extract	DrugBank	20210103	20210909
8750	DB10605		Mesocricetus auratus skin	hamster skin extract | Syrian hamster skin extract	DrugBank	20210103	20210909
8751	DB10606		Sus scrofa skin	hog skin extract	DrugBank	20210103	20210909
8752	DB10607		Oryctolagus cuniculus skin	European rabbit skin extract	DrugBank	20210103	20210909
8753	DB10608		Rattus norvegicus skin	rat skin extract	DrugBank	20210103	20210909
8754	DB10609		Bombyx mori fiber	silk allergenic extract	DrugBank	20210103	20210909
8755	DB10610		Duck		DrugBank	20210103	20210909
8756	DB10611		Allergenic extract- beef liver	beef liver allergenic extract	DrugBank	20210103	20210909
8757	DB10612		Veal		DrugBank	20210103	20210909
8758	DB10613		Bluefish		DrugBank	20210103	20210909
8759	DB10614		Common carp		DrugBank	20210103	20210909
8760	DB10615		Haddock		DrugBank	20210103	20210909
8761	DB10616		Pacific halibut		DrugBank	20210103	20210909
8762	DB10617		Herring		DrugBank	20210103	20210909
8763	DB10618		Mackerel		DrugBank	20210103	20210909
8764	DB10619		Northern pike		DrugBank	20210103	20210909
8765	DB10620		Red snapper		DrugBank	20210103	20210909
8766	DB10621		Atlantic salmon		DrugBank	20210103	20210909
8767	DB10622		European pilchard	sardine allergenic extract	DrugBank	20210103	20210909
8768	DB10623		Scallop		DrugBank	20210103	20210909
8769	DB10624		Smelt		DrugBank	20210103	20210909
8770	DB10625		Swordfish		DrugBank	20210103	20210909
8771	DB10626		Trout		DrugBank	20210103	20210909
8772	DB10627	DB10920	White fish	White fish allergenic extract | Whitefish	DrugBank	20210103	20210909
8773	DB10628		Blackberry	Blackberry Flavor	DrugBank	20210103	20210909
8774	DB10629		Blueberry	Blue ridge blueberry | blueberry allergenic extract	DrugBank	20210103	20210909
8775	DB10630		Sour cherry		DrugBank	20210103	20210909
8776	DB10631		Cranberry		DrugBank	20210103	20210909
8777	DB10632		Date		DrugBank	20210103	20210909
8778	DB10633		Fig		DrugBank	20210103	20210909
8779	DB10634		Wine grape		DrugBank	20210103	20210909
8780	DB10635		Lime (citrus)	lime allergenic extract	DrugBank	20210103	20210909
